# Data source: SEC EDGAR (data.sec.gov)
# Screener Parameters:
# Revenue >= 0.0
# NetIncome >= 0.0
# EPS >= 0.0
# Debt/Assets <= 0.8

Ticker,Company,CIK,ReportDate,Revenue,NetIncome,NetMargin%,RevenueYoY%,Assets,Liabilities,Equity,Debt/Assets%,EPS,SharesOut
HMC,"HONDA MOTOR CO., LTD.",0000715153,2014-03-31,11842451000000,574107000000,4.85,,15622031000000,9508633000000,5918979000000.0,60.87,318.54,1726609786.0
SONY,SONY GROUP CORPORATION,0000313838,2021-03-31,8543982000000,1171776000000,13.71,,26354840000000,20725185000000,5575839000000.0,78.64,952.29,1250746867.0
UNH,UNITEDHEALTH GROUP INCORPORATED,0000731766,2024-12-31,400278000000,14405000000,3.6,7.71,298278000000,195687000000,32454000000.0,65.61,15.64,905838620.0
CVS,CVS HEALTH CORPORATION,0000064803,2024-12-31,372809000000,4614000000,1.24,4.2,253215000000,177485000000,75560000000.0,70.09,3.67,1269432485.0
BRK.A,BERKSHIRE HATHAWAY INC,0001067983,2024-12-31,371433000000,88995000000,23.96,1.91,1153881000000,502226000000,649368000000.0,43.52,3035.0,941481.0
BRK.B,BERKSHIRE HATHAWAY INC,0001067983,2024-12-31,371433000000,88995000000,23.96,1.91,1153881000000,502226000000,649368000000.0,43.52,3035.0,941481.0
XOM,Exxon Mobil Corporation,0000034088,2024-12-31,349585000000,33680000000,9.63,1.45,453475000000,182869000000,263705000000.0,40.33,7.84,4217165614.0
COST,COSTCO WHOLESALE CORP /NEW,0000909832,2025-08-31,275235000000,8099000000,2.94,8.17,77099000000,47935000000,29164000000.0,62.17,18.24,443869411.0
AAPL,Apple Inc.,0000320193,2025-09-27,265595000000,112010000000,42.17,200.81,359241000000,285508000000,73733000000.0,79.48,7.49,14776353000.0
GOOGL,Alphabet Inc.,0001652044,2024-12-31,257637000000,100118000000,38.86,41.15,450256000000,125172000000,325084000000.0,27.8,8.13,12077000000.0
GOOG,Alphabet Inc.,0001652044,2024-12-31,257637000000,100118000000,38.86,41.15,450256000000,125172000000,325084000000.0,27.8,8.13,12077000000.0
CI,The Cigna Group,0001739940,2024-12-31,247121000000,3778000000,1.53,26.56,155881000000,114638000000,41033000000.0,73.54,12.25,267125816.0
TM,TOYOTA MOTOR CORP/,0001094517,2013-03-31,234601000000,10230000000,4.36,3.76,377281000000,241472000000,129166000000.0,64.0,3.23,13048929774.0
CVX,Chevron Corp,0000093410,2024-12-31,202792000000,17661000000,8.71,0.92,256938000000,103781000000,152318000000.0,40.39,9.76,2013521597.0
GM,GENERAL MOTORS COMPANY,0001467858,2024-12-31,187442000000,6008000000,3.21,9.08,279761000000,214171000000,63072000000.0,76.55,6.45,932861303.0
ELV,"Elevance Health, Inc.",0001156039,2024-12-31,177011000000,5980000000,3.38,3.31,116889000000,75463000000,41315000000.0,64.56,25.81,222238763.0
CNC,CENTENE CORPORATION,0001071739,2024-12-31,163071000000,3305000000,2.03,5.89,82445000000,55935000000,26410000000.0,67.85,6.33,491518000.0
BABA,Alibaba Group Holding Limited,0001577552,2025-03-31,137300000000,17929000000,13.06,5.33,248629000000,98409000000,139162000000.0,39.58,0.95,18474235708.0
NVDA,NVIDIA CORP,0001045810,2025-01-26,130497000000,72880000000,55.85,114.2,111601000000,32274000000,79327000000.0,28.92,2.97,24300000000.0
TBB,AT&T INC.,0000732717,2024-12-31,122336000000,10948000000,8.95,-0.08,394795000000,279032000000,118245000000.0,70.68,1.49,7089449495.0
T,AT&T INC.,0000732717,2024-12-31,122336000000,10948000000,8.95,-0.08,394795000000,279032000000,118245000000.0,70.68,1.49,7089449495.0
HUM,HUMANA INC,0000049071,2024-12-31,117761000000,1207000000,1.02,10.7,46479000000,30034000000,16375000000.0,64.62,10.01,120273068.0
PSX,Phillips 66,0001534701,2024-12-31,102354000000,2117000000,2.07,21.45,72582000000,44119000000,27408000000.0,60.79,5.01,402921135.0
TSLA,"Tesla, Inc.",0001318605,2024-12-31,97690000000,7091000000,7.26,0.95,122070000000,48390000000,72913000000.0,39.64,2.23,3325819167.0
PG,The Procter & Gamble Company,0000080424,2025-06-30,84284000000,15974000000,18.95,0.29,125231000000,72946000000,52284000000.0,58.25,6.67,2336733549.0
RTX,RTX CORPORATION,0000101829,2024-12-31,80738000000,4774000000,5.91,17.15,162861000000,100903000000,60156000000.0,61.96,3.58,1340771942.0
PGR,PROGRESSIVE CORP/OH/,0000080661,2024-12-31,75372000000,8480000000,11.25,21.36,105745000000,80154000000,25591000000.0,75.8,14.45,586397236.0
HCA,"HCA Healthcare, Inc.",0000860730,2024-12-31,70603000000,5760000000,8.16,8.67,59513000000,45623000000,-2499000000.0,76.66,22.27,228193900.0
CAT,CATERPILLAR INC,0000018230,2024-12-31,64809000000,2700000000,4.17,-3.36,87764000000,68270000000,19494000000.0,77.79,22.17,467979596.0
PFE,PFIZER INC,0000078003,2024-12-31,63627000000,8031000000,12.62,8.77,213396000000,124899000000,88203000000.0,58.53,1.42,5685707552.0
MSFT,MICROSOFT CORPORATION,0000789019,2025-06-30,62484000000,101832000000,162.97,228.48,619003000000,275524000000,343479000000.0,44.51,13.7,7432377655.0
JNJ,Johnson & Johnson,0000200406,2025-09-28,56077000000,14066000000,25.08,,180104000000,108614000000,79277000000.0,60.31,5.84,2409295102.0
CB,CHUBB LIMITED,0000896159,2024-12-31,55753000000,9272000000,16.63,12.1,246548000000,178154000000,64021000000.0,72.26,22.94,393550859.0
COP,ConocoPhillips,0001163165,2024-12-31,54745000000,9245000000,16.89,-2.49,122780000000,57984000000,64796000000.0,47.23,7.82,1235718250.0
PDD,PDD Holdings Inc.,0001737806,2024-12-31,53955324000,15403464000,28.55,54.69,69189417000,26265695000,42923722000.0,37.96,2.78,5568585848.0
ENB,ENBRIDGE INC.,0000895728,2024-12-31,53473000000,5441000000,10.18,,218973000000,150080000000,65900000000.0,68.54,2.34,2181275613.0
IMO,IMPERIAL OIL LIMITED,0000049938,2024-12-31,51532000000,4790000000,9.3,,42938000000,19465000000,23473000000.0,45.33,9.05,496861027.0
CSCO,"CISCO SYSTEMS, INC.",0000858877,2025-07-26,49330000000,10180000000,20.64,306.48,122291000000,75448000000,46843000000.0,61.7,2.56,3951094563.0
TRV,"Travelers Companies, Inc.",0000086312,2024-12-31,46423000000,4999000000,10.77,12.23,133189000000,105325000000,27864000000.0,79.08,21.76,223063417.0
DE,DEERE & CO,0000315189,2025-11-02,45684000000,5027000000,11.0,-11.66,105996000000,79989000000,25950000000.0,75.46,18.55,270445437.0
QCOM,QUALCOMM INC/DE,0000804328,2025-09-28,44284000000,5541000000,12.51,13.66,50143000000,28937000000,4909000000.0,57.71,5.05,1071000000.0
UBER,"UBER TECHNOLOGIES, INC.",0001543151,2024-12-31,43978000000,9856000000,22.41,17.96,51244000000,28768000000,21558000000.0,56.14,4.71,2077830381.0
WKC,WORLD KINECT CORPORATION,0000789460,2024-12-31,42168000000,67400000,0.16,-11.62,6731800000,4775800000,1948700000.0,70.94,1.14,55558773.0
RES,"RPC, INC.",0000742278,2024-12-31,41919000000,91444000,0.22,2216.21,1386489000,308198000,1078291000.0,22.23,0.43,220574475.0
NOC,NORTHROP GRUMMAN CORP /DE/,0001133421,2024-12-31,41033000000,4174000000,10.17,4.44,49359000000,34069000000,15290000000.0,69.02,28.39,142720067.0
META,"Meta Platforms, Inc.",0001326801,2024-12-31,40653000000,62360000000,153.4,47.09,276054000000,93417000000,182637000000.0,33.84,24.61,
MOH,"MOLINA HEALTHCARE, INC.",0001179929,2024-12-31,40650000000,1179000000,2.9,19.31,15630000000,11134000000,4496000000.0,71.23,20.52,51400000.0
DG,DOLLAR GENERAL CORP,0000029534,2025-10-31,40612308000,1125253000,2.77,4.96,31132733000,23532442000,7413707000.0,75.59,5.12,220118871.0
TMUSI,"T-MOBILE US, INC.",0001283699,2024-12-31,40604000000,11339000000,27.93,9.03,208035000000,6830508000,61741000000.0,3.28,9.7,1118506626.0
TMUSL,"T-MOBILE US, INC.",0001283699,2024-12-31,40604000000,11339000000,27.93,9.03,208035000000,6830508000,61741000000.0,3.28,9.7,1118506626.0
TMUSZ,"T-MOBILE US, INC.",0001283699,2024-12-31,40604000000,11339000000,27.93,9.03,208035000000,6830508000,61741000000.0,3.28,9.7,1118506626.0
TMUS,"T-MOBILE US, INC.",0001283699,2024-12-31,40604000000,11339000000,27.93,9.03,208035000000,6830508000,61741000000.0,3.28,9.7,1118506626.0
NFLX,"Netflix, Inc.",0001065280,2024-12-31,39000966000,8711631000,22.34,15.65,53630374000,28886807000,24743567000.0,53.86,20.28,423732334.0
MGA,Magna International Inc.,0000749098,2024-12-31,36445000000,1009000000,2.77,13.42,31039000000,19099000000,11522000000.0,61.53,3.52,282875928.0
MDLZ,"Mondelez International, Inc.",0001103982,2024-12-31,36441000000,4611000000,12.65,1.18,68497000000,41539000000,26932000000.0,60.64,3.44,1290358492.0
CBRE,"CBRE GROUP, INC.",0001138118,2024-12-31,35767000000,968000000,2.71,11.95,24383000000,15191000000,8411000000.0,62.3,3.16,297592997.0
CRH,CRH public limited company,0000849395,2024-12-31,35572000000,3492000000,9.82,1.78,50613000000,27763000000,21607000000.0,54.85,5.06,670270575.0
LEN,LENNAR CORP /NEW/,0000920760,2024-11-30,35441452000,3932533000,11.1,3.53,41312781000,13291556000,27870135000.0,32.17,14.31,
LEN.B,LENNAR CORP /NEW/,0000920760,2024-11-30,35441452000,3932533000,11.1,3.53,41312781000,13291556000,27870135000.0,32.17,14.31,
GEV,GE Vernova Inc.,0001996810,2024-12-31,34935000000,1552000000,4.44,5.1,51485000000,40892000000,9546000000.0,79.43,5.65,271320459.0
DHI,"D.R. Horton, Inc.",0000882184,2025-09-30,34250400000,3585200000,10.47,-6.93,35471200000,10729000000,24190400000.0,30.25,11.62,292060538.0
CMI,CUMMINS INC.,0000026172,2024-12-31,34102000000,1040000000,3.05,0.11,31540000000,20232000000,10271000000.0,64.15,28.55,138036253.0
LIN,Linde plc,0001707925,2024-12-31,33005000000,6565000000,19.89,0.46,80147000000,40659000000,38092000000.0,50.73,13.71,466948930.0
PYPL,"PayPal Holdings, Inc.",0001633917,2024-12-31,31797000000,4147000000,13.04,6.81,81611000000,61194000000,20417000000.0,74.98,4.03,935651953.0
MPC,Marathon Petroleum Corporation,0001510295,2024-12-31,31092000000,3445000000,11.08,-3.84,78858000000,54352000000,17745000000.0,68.92,10.11,300602479.0
FERG,Ferguson Enterprises Inc.,0002011641,2025-07-31,30762000000,1856000000,6.03,3.8,17729000000,11897000000,5832000000.0,67.1,9.33,195545957.0
SLB,SLB LIMITED/NV,0000087347,2024-12-31,30440000000,4461000000,14.66,9.46,48935000000,26585000000,21130000000.0,54.33,3.14,1493923635.0
MU,"Micron Technology, Inc.",0000723125,2025-08-28,30391000000,8539000000,28.1,346.73,82798000000,28633000000,54165000000.0,34.58,7.65,1125509261.0
CPNG,"COUPANG, INC.",0001834584,2024-12-31,30268000000,154000000,0.51,24.14,15344000000,11167000000,4089000000.0,72.78,0.09,
MDT,Medtronic plc,0001613103,2025-04-25,29953000000,4662000000,15.56,324.87,91680000000,43424000000,48024000000.0,47.36,3.63,1282014208.0
DINO,HF SINCLAIR CORPORATION,0001915657,2024-12-31,29219912000,177000000,0.61,,16643000000,7297000000,9278000000.0,43.84,0.91,183948233.0
FLEX,FLEX LTD.,0000866374,2025-03-31,28679925000,838000000,2.92,266.15,18381000000,13379000000,5002000000.0,72.79,2.14,369790328.0
SOJD,The Southern Company,0000092122,2024-12-31,26724000000,440000000,1.65,5.83,145180000000,108506000000,33208000000.0,74.74,4.02,1101104843.0
SOJC,The Southern Company,0000092122,2024-12-31,26724000000,440000000,1.65,5.83,145180000000,108506000000,33208000000.0,74.74,4.02,1101104843.0
SOJE,The Southern Company,0000092122,2024-12-31,26724000000,440000000,1.65,5.83,145180000000,108506000000,33208000000.0,74.74,4.02,1101104843.0
SOMN,The Southern Company,0000092122,2024-12-31,26724000000,440000000,1.65,5.83,145180000000,108506000000,33208000000.0,74.74,4.02,1101104843.0
SOJF,The Southern Company,0000092122,2024-12-31,26724000000,440000000,1.65,5.83,145180000000,108506000000,33208000000.0,74.74,4.02,1101104843.0
SO,The Southern Company,0000092122,2024-12-31,26724000000,440000000,1.65,5.83,145180000000,108506000000,33208000000.0,74.74,4.02,1101104843.0
HIG,"The Hartford Insurance Group, Inc.",0000874766,2024-12-31,26535000000,3111000000,11.72,8.19,80917000000,64470000000,16447000000.0,79.67,10.51,278650292.0
KMX,"CARMAX, INC.",0001170010,2025-02-28,26353420000,500556000,1.9,-0.69,27404206000,21161218000,6242988000.0,77.22,3.22,141796641.0
FCX,Freeport-McMoRan Inc.,0000831259,2024-12-31,25455000000,207000000,0.81,11.38,54848000000,26070000000,17581000000.0,47.53,2.93,1435930660.0
NUE,NUCOR CORPORATION,0000073309,2024-12-31,25067279000,2027000000,8.09,,33940000000,12523000000,20294000000.0,36.9,8.47,228858659.0
USFD,US FOODS HOLDING CORP.,0001665918,2024-12-28,24147161000,494000000,2.05,5.36,13436000000,8908000000,4528000000.0,66.3,2.05,222941412.0
XYZ,"Block, Inc.",0001512673,2024-12-31,24121053000,2897047000,12.01,10.06,36777595000,15542633000,21267932000.0,42.26,4.7,
ADBE,ADOBE INC.,0000796343,2025-11-28,23769000000,7130000000,30.0,10.53,29496000000,17873000000,11623000000.0,60.59,16.73,410500000.0
PWR,"Quanta Services, Inc.",0001050915,2024-12-31,23672795000,904824000,3.82,,18683894000,11354177000,7317731000.0,60.77,6.16,149115887.0
CEG,CONSTELLATION ENERGY CORPORATION,0001868275,2024-12-31,23568000000,3749000000,15.91,-5.42,52926000000,39387000000,13166000000.0,74.42,11.91,312290080.0
JLL,Jones Lang LaSalle Incorporated,0001037976,2024-12-31,23432900000,546800000,2.33,12.87,16763800000,9868700000,6771500000.0,58.87,11.51,47194630.0
EXC,EXELON CORPORATION,0001109357,2024-12-31,23028000000,1171000000,5.09,5.99,107784000000,80863000000,26921000000.0,75.02,1.74,1010290316.0
SYK,STRYKER CORP,0000310764,2024-12-31,22595000000,2993000000,13.25,10.23,42971000000,22337000000,11730000000.0,51.98,7.86,382423648.0
CARR,CARRIER GLOBAL CORPORATION,0001783180,2024-12-31,22486000000,5604000000,24.92,1.76,37403000000,23008000000,2697000000.0,61.51,6.24,842209781.0
STLD,"Steel Dynamics, Inc.",0001022671,2024-12-31,22260774000,1537134000,6.91,20.92,14935233000,5989987000,8934287000.0,40.11,9.89,146034859.0
SW,Smurfit Westrock plc,0002005951,2024-12-31,21109000000,319000000,1.51,74.56,43759000000,26372000000,17360000000.0,60.27,0.83,522186327.0
AVGO,Broadcom Inc.,0001730168,2025-11-02,20848000000,5895000000,28.28,18.21,171092000000,89800000000,24941000000.0,52.49,4.91,4741273799.0
FISV,"FISERV, INC.",0000798354,2024-12-31,20456000000,3131000000,15.31,7.14,77176000000,49490000000,27068000000.0,64.13,5.41,537851887.0
DD,"DUPONT DE NEMOURS, INC.",0001666700,2024-12-31,20397000000,703000000,3.45,-5.18,36636000000,12843000000,23350000000.0,35.06,1.68,418975324.0
SNX,TD SYNNEX CORPORATION,0001177394,2024-11-30,20053764000,689091000,3.44,17.65,30274479000,22239045000,8035434000.0,73.46,7.99,81437855.0
DHR,DANAHER CORPORATION,0000313616,2024-12-31,19893000000,3899000000,19.6,8.53,77542000000,8444400000,49543000000.0,10.89,5.33,706349563.0
CTSH,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,0001058290,2024-12-31,19736000000,2240000000,11.35,1.98,19966000000,5558000000,14408000000.0,27.84,4.52,482646473.0
AEP,AMERICAN ELECTRIC POWER CO INC.,0000004904,2024-12-31,19721300000,1480000000,7.5,3.89,103078000000,76054100000,26943800000.0,73.78,5.6,535265602.0
APTV,APTIV PLC,0001521332,2024-12-31,19713000000,1787000000,9.07,-1.69,23458000000,14373000000,8796000000.0,61.27,6.97,216079411.0
GEHC,GE HEALTHCARE TECHNOLOGIES INC.,0001932393,2024-12-31,19672000000,1993000000,10.13,0.61,33089000000,24437000000,8446000000.0,73.85,4.37,455521592.0
UNP,UNION PACIFIC CORP,0000100885,2024-12-31,19533000000,6747000000,34.54,-10.02,67715000000,50825000000,16890000000.0,75.06,11.1,593160889.0
AVT,"AVNET, INC.",0000008858,2025-06-28,19036892000,240217000,1.26,9.16,12118553000,7107058000,5011495000.0,58.65,2.78,81329466.0
AFL,Aflac Incorporated,0000004977,2024-12-31,18927000000,5443000000,28.76,1.21,117566000000,91468000000,26098000000.0,77.8,9.68,524113917.0
GT,THE GOODYEAR TIRE & RUBBER COMPANY,0000042582,2024-12-31,18878000000,70000000,0.37,-5.92,20964000000,16058000000,4756000000.0,76.6,0.24,286160909.0
LRE,"LEAD REAL ESTATE CO., LTD",0001888980,2025-06-30,18842663000,846784000,4.49,,20479834000,15449121000,5030713000.0,75.44,62.07,13641900.0
INTU,INTUIT INC.,0000896878,2025-07-31,18831000000,3869000000,20.55,15.63,36958000000,17248000000,19710000000.0,46.67,13.82,278400000.0
THC,TENET HEALTHCARE CORP,0000070318,2024-12-31,18479000000,1119000000,6.06,0.91,28936000000,20389000000,4171000000.0,70.46,33.02,87885000.0
KHC,Kraft Heinz Co,0001637459,2024-12-28,18205000000,2744000000,15.07,,88287000000,38962000000,49185000000.0,44.13,2.27,1183655579.0
EBAY,eBay Inc.,0001065088,2024-12-31,17902000000,1975000000,11.03,11.56,19365000000,14207000000,5158000000.0,73.36,3.99,452000000.0
EIX,EDISON INTERNATIONAL,0000827052,2024-12-31,17599000000,739000000,4.2,7.72,85579000000,67839000000,15565000000.0,79.27,3.33,384787056.0
L,LOEWS CORP,0000060086,2024-12-31,17510000000,1414000000,8.08,10.12,81943000000,64006000000,17066000000.0,78.11,6.42,206659567.0
ACGL,ARCH CAPITAL GROUP LTD.,0000947484,2024-12-31,17440000000,4312000000,24.72,27.92,70906000000,50086000000,20820000000.0,70.64,11.47,362625938.0
ACGLO,ARCH CAPITAL GROUP LTD.,0000947484,2024-12-31,17440000000,4312000000,24.72,27.92,70906000000,50086000000,20820000000.0,70.64,11.47,362625938.0
ACGLN,ARCH CAPITAL GROUP LTD.,0000947484,2024-12-31,17440000000,4312000000,24.72,27.92,70906000000,50086000000,20820000000.0,70.64,11.47,362625938.0
EG,"EVEREST GROUP, LTD.",0001095073,2024-12-31,17281000000,1373000000,7.95,18.47,56341000000,42466000000,13875000000.0,75.37,31.78,41978058.0
BKR,Baker Hughes Company,0001701605,2024-12-31,17259000000,2979000000,17.26,30.07,38363000000,0,16895000000.0,0.0,3.0,986773882.0
LPL,"LG Display Co., Ltd.",0001290109,2009-12-31,17219698000,954476000,5.54,,16946343000,8392278000,8554065000.0,49.52,2670.0,500000000.0
PFGC,Performance Food Group Company,0001618673,2025-06-28,16761800000,340200000,2.03,4.08,17881200000,13408800000,4472400000.0,74.99,2.2,156812138.0
LDOS,"Leidos Holdings, Inc.",0001336920,2025-01-03,16662000000,1254000000,7.53,7.93,13104000000,8644000000,4412000000.0,65.96,9.36,127855172.0
MKL,MARKEL GROUP INC.,0001096343,2024-12-31,16620763000,2747022000,16.53,5.17,61897982000,44429009000,16915898000.0,71.78,199.69,12610250.0
ACM,AECOM,0000868857,2025-09-30,16139622000,561774000,3.48,0.21,12200249000,9504065000,2492584000.0,77.9,4.24,131833332.0
CASY,"CASEY'S GENERAL STORES, INC.",0000726958,2025-04-30,15940899000,546520000,3.43,7.25,8208118000,4699448000,3508670000.0,57.25,14.72,37066933.0
LNG,"CHENIERE ENERGY, INC.",0000003570,2024-12-31,15703000000,3252000000,20.71,-23.0,43858000000,33798000000,5699000000.0,77.06,14.24,215234776.0
KVUE,Kenvue Inc.,0001944048,2024-12-29,15455000000,1030000000,6.66,0.07,25601000000,15933000000,9668000000.0,62.24,0.54,1915802170.0
URI,"United Rentals, Inc.",0001067701,2024-12-31,15345000000,2575000000,16.78,7.07,28163000000,19541000000,8622000000.0,69.39,38.82,63630147.0
KMI,"KINDER MORGAN, INC.",0001506307,2024-12-31,15100000000,2613000000,17.3,-1.53,71407000000,39540000000,30531000000.0,55.37,1.17,2224760390.0
TXN,TEXAS INSTRUMENTS INCORPORATED,0000097476,2024-12-31,14961000000,4799000000,32.08,11.9,35509000000,18606000000,16903000000.0,52.4,5.24,908623020.0
TSCO,TRACTOR SUPPLY CO /DE/,0000916365,2024-12-28,14883231000,1101240000,7.4,2.25,9805485000,7535151000,2270334000.0,76.85,2.05,528403595.0
CHRW,"C.H. ROBINSON WORLDWIDE, INC.",0001043277,2024-12-31,14869380000,465690000,3.13,13.12,5297926000,3575875000,1722051000.0,67.5,3.89,118137178.0
RS,"RELIANCE, INC.",0000861884,2024-12-31,14805900000,194353000,1.31,-13.03,10021800000,2791200000,7219600000.0,27.85,15.7,52286963.0
TT,TRANE TECHNOLOGIES PLC,0001466258,2024-12-31,14782000000,2567900000,17.37,5.58,20146700000,12659800000,7457400000.0,62.84,11.35,221739004.0
AMAT,APPLIED MATERIALS INC /DE,0000006951,2025-10-26,14608000000,6998000000,47.91,-12.55,36299000000,15884000000,20415000000.0,43.76,8.71,792943366.0
EME,"EMCOR Group, Inc.",0000105634,2024-12-31,14566116000,1007145000,6.91,15.76,7716473000,4777779000,2937657000.0,61.92,21.61,44765864.0
CP,CANADIAN PACIFIC KANSAS CITY  LTD/CN,0000016875,2024-12-31,14546000000,3718000000,25.56,,87744000000,38854000000,47892000000.0,44.28,3.98,900831248.0
D,"DOMINION ENERGY, INC.",0000715957,2024-12-31,14459000000,2124000000,14.69,0.46,102415000000,72223000000,27253000000.0,70.52,2.44,853913277.0
AMTM,"Amentum Holdings, Inc.",0002011286,2025-10-03,14393000000,66000000,0.46,71.59,11460000000,6840000000,4505000000.0,59.69,0.27,243597992.0
PH,PARKER-HANNIFIN CORPORATION,0000076334,2025-06-30,14302392000,2844215000,19.89,324.32,29494000000,15803000000,13682000000.0,53.58,27.52,126186699.0
NEE,"NEXTERA ENERGY, INC.",0000753308,2024-12-31,14256000000,6946000000,48.72,-7.07,190144000000,129283000000,50101000000.0,67.99,3.38,2082609684.0
BWA,BORGWARNER INC.,0000908255,2024-12-31,14086000000,338000000,2.4,-0.79,13993000000,8287000000,5532000000.0,59.22,1.51,213928111.0
TEL,TE CONNECTIVITY PLC,0001385157,2025-09-26,13988000000,1842000000,13.17,319.3,25081000000,12351000000,9585000000.0,49.24,6.2,294189246.0
ECL,ECOLAB INC.,0000031462,2024-12-31,13838300000,2112400000,15.26,5.21,22387800000,13598600000,8757300000.0,60.74,7.43,283235653.0
TRP,TC ENERGY CORPORATION,0001232384,2024-12-31,13771000000,4698000000,34.12,,118243000000,79883000000,27592000000.0,67.56,4.43,1039095489.0
TXT,Textron Inc.,0000217346,2024-12-28,13702000000,824000000,6.01,0.14,16838000000,9634000000,7204000000.0,57.22,4.38,176224064.0
WRB,W. R. BERKLEY CORP,0000011544,2024-12-31,13638752000,1756115000,12.88,12.32,40567268000,32159829000,8395111000.0,79.28,4.39,380021174.0
FE,FIRSTENERGY CORP.,0001031296,2024-12-31,13472000000,978000000,7.26,4.68,52044000000,38324000000,12455000000.0,73.64,1.7,577665555.0
BX,Blackstone Inc.,0001393818,2024-12-31,13229968000,2776508000,20.99,64.9,43469875000,23974860000,8212321000.0,55.15,3.62,738450871.0
HSIC,HENRY SCHEIN INC,0001000228,2024-12-28,13201995000,390000000,2.95,5.94,10218000000,5381000000,3393000000.0,52.66,3.07,117724807.0
GLW,CORNING INC /NY,0000024741,2024-12-31,13118000000,506000000,3.86,4.21,27735000000,16665000000,10686000000.0,60.09,0.59,857360396.0
FINV,FinVolution Group,0001691445,2024-12-31,13065824000,326488000,2.5,,3234162000,1103317000,2082948000.0,34.11,0.25,1550071169.0
CNI,CANADIAN NATIONAL RAILWAY COMPANY,0000016868,2024-12-31,13041000000,4448000000,34.11,,57067000000,36016000000,21051000000.0,63.11,7.02,628834857.0
BIDU,"Baidu, Inc.",0001329099,2024-12-31,13034000000,3255000000,24.97,28.27,58606000000,19751000000,36116000000.0,33.7,15.35,
LH,LABCORP HOLDINGS INC.,0000920148,2024-12-31,13008900000,746000000,5.73,6.97,18379000000,10312500000,8052200000.0,56.11,8.89,82900000.0
DXC,DXC TECHNOLOGY COMPANY,0001688568,2025-03-31,12871000000,389000000,3.02,-5.82,13205000000,9715000000,3229000000.0,73.57,2.15,174133947.0
BEKE,KE Holdings Inc.,0001809587,2024-12-31,12803625000,556891000,4.35,16.88,18241377000,8453043000,9771322000.0,46.34,0.16,
BLK,"BLACKROCK, INC.",0002012383,2024-12-31,12794000000,6369000000,49.78,16.18,138615000000,89260000000,47495000000.0,64.39,42.45,154926181.0
LPLA,LPL Financial Holdings Inc.,0001397911,2024-12-31,12385107000,1058616000,8.55,23.2,13317404000,10386802000,2930602000.0,77.99,14.17,80037622.0
MTZ,"MasTec, Inc.",0000015615,2024-12-31,12303464000,162788000,1.32,2.56,8975275000,5987932000,2911857000.0,66.72,2.09,78900930.0
WLK,Westlake Corporation,0001262823,2024-12-31,12142000000,602000000,4.96,-3.24,20750000000,9707000000,10527000000.0,46.78,4.66,128273220.0
LAD,"Lithia Motors, Inc.",0001023128,2024-12-31,11821400000,802000000,6.78,17.2,23127900000,16448500000,6655500000.0,71.12,29.71,24250030.0
TAP,Molson Coors Beverage Company,0000024545,2024-12-31,11723800000,1122400000,9.57,-9.88,26064300000,12611600000,13092400000.0,48.39,5.38,0.0
TAP.A,Molson Coors Beverage Company,0000024545,2024-12-31,11723800000,1122400000,9.57,-9.88,26064300000,12611600000,13092400000.0,48.39,5.38,0.0
RNR,RENAISSANCERE HOLDINGS LTD,0000913144,2024-12-31,11695148000,1870360000,15.99,28.03,50707550000,33155789000,10574012000.0,65.39,35.31,46109518.0
